GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,HSV_H_Mean,HSV_S_Mean,HSV_V_Mean
56.585730211817165,0.3676197690122762,0.12141242106794524,0.985897108732778,67.50508888888889,100.41912222222223,107.85561111111112
52.981337792642144,0.3557717937296275,0.07045498882071984,0.984654118906897,75.07845555555555,105.65683333333334,112.18728888888889
46.47521739130435,0.31305296539312844,0.026502357298234986,0.9798978687026428,83.02197777777778,107.18924444444444,120.83802222222222
46.54510590858417,0.31353532546379687,0.02654070760597106,0.9798632208287776,82.33432222222223,107.01602222222222,120.83078888888889
148.04108138238573,0.22455334224916496,0.017777603779369704,0.9669142839389782,98.80725555555556,65.52277777777778,121.40775555555555
132.18474916387956,0.26811441077253506,0.06518886645242988,0.9777968721272957,91.90034444444444,64.59061111111112,113.17703333333333
112.20774804905237,0.3063392812983555,0.11456847034830224,0.9832613211922304,87.04273333333333,63.90571111111111,108.68112222222223
148.59810479375693,0.22390805252924628,0.017749694606716705,0.966793169796695,99.19844444444445,65.5710111111111,121.39244444444445
148.48169453734673,0.22362695449705505,0.01779216190610435,0.9668179777758094,99.18913333333333,65.70074444444444,121.43016666666666
18.423701226309923,0.6646258057072045,0.12998100802225,0.9950536437586935,23.110877777777777,149.72072222222224,142.5268
4.961404682274248,0.6575175146325318,0.08008570071347426,0.9958575730824277,23.2959,166.91394444444444,172.21006666666668
5.041683389074693,0.6594670733966751,0.08030950687599574,0.9957910217234497,23.050844444444444,166.9685,172.24728888888887
30.187346711259753,0.6601937370039017,0.08067096310041402,0.9874435772667561,23.419855555555557,162.2520888888889,160.2186111111111
44.420301003344484,0.33021357702330734,0.02653694122278489,0.9860619477421417,81.20813333333334,94.14233333333334,108.32442222222222
44.60579710144927,0.32991876576152845,0.026439744750745238,0.98599324511825,82.04412222222223,94.2807,108.34765555555556
44.80315496098105,0.3319056927423462,0.026580871752468784,0.985940833910015,81.903,93.97072222222222,108.30443333333334
42.17770345596433,0.355773528616946,0.09742728424973973,0.9904256025183371,71.86205555555556,88.38511111111112,97.9961111111111
46.450680044593085,0.3772295070355884,0.09359898643856232,0.9894324177538864,73.43265555555556,90.03942222222223,98.03582222222222
49.140423634336685,0.21209219051431466,0.021929071878229154,0.9874349571228216,19.70456666666667,86.92402222222222,168.9041777777778
73.50628762541805,0.30154700897819764,0.08483211206789942,0.9895495339849947,17.656311111111112,82.5469,158.40826666666666
69.3863099219621,0.32160145127114376,0.10667020607944536,0.9910578327025296,16.63722222222222,82.39784444444444,156.0257777777778
48.86423634336678,0.2116092475952914,0.021962240179709155,0.9875084110180199,19.320333333333334,86.83254444444445,168.9141111111111
121.23584169453734,0.17231430171700843,0.013407265301783261,0.9838949739328098,49.19844444444445,85.4866,164.94317777777778
120.19040133779264,0.2619352323403014,0.08320870163241591,0.9890797023092053,50.05661111111111,82.01856666666667,149.9098
111.69402452619845,0.2858782754067314,0.12303052504855266,0.9907502800725981,49.29688888888889,74.04603333333333,144.91008888888888
121.00806020066891,0.17296405480977314,0.013434484217269825,0.9839159471836562,49.264744444444446,85.54894444444444,164.98788888888888
132.84032329988852,0.14010431817094057,0.01338841794105772,0.9746544265349446,52.79046666666667,77.0279,149.4184
